species,common_name,genus,family,clade,group
Lutjanus kasmira,bluestripe snapper (ta'ape),Lutjanus,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Ocyurus chrysurus,yellowtail snapper,Ocyurus,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Rhomboplites aurorubens,vermilion snapper,Rhomboplites,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pristipomoides filamentosus,crimson jobfish (opakapaka),Pristipomoides,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Etelis coruscans,deepwater longtail red snapper (onaga),Etelis,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Etelis carbunculus,ruby snapper (ehu),Etelis,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Aprion virescens,green jobfish (uku),Aprion,Lutjanidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Haemulon plumierii,white grunt,Haemulon,Haemulidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Anisotremus virginicus,porkfish,Anisotremus,Haemulidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Plectorhinchus gibbosus,brown sweetlips,Plectorhinchus,Haemulidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pomadasys commersonnii,spotted grunter,Pomadasys,Haemulidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Parapristipoma trilineatum,chicken grunt (isaki),Parapristipoma,Haemulidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sparus aurata,gilthead sea bream,Sparus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pagrus pagrus,red porgy,Pagrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pagrus major,red sea bream (madai),Pagrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Chrysophrys auratus,Australasian snapper,Chrysophrys,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Dentex dentex,common dentex,Dentex,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Dentex gibbosus,pink dentex,Dentex,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Diplodus sargus,white sea bream,Diplodus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Diplodus vulgaris,two-banded sea bream,Diplodus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Diplodus annularis,annular sea bream,Diplodus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Boops boops,bogue,Boops,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sarpa salpa,salema,Sarpa,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lithognathus mormyrus,sand steenbras,Lithognathus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Spondyliosoma cantharus,black sea bream,Spondyliosoma,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pagellus bogaraveo,blackspot sea bream,Pagellus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pagellus erythrinus,common pandora,Pagellus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pagellus acarne,axillary sea bream,Pagellus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Archosargus probatocephalus,sheepshead,Archosargus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Stenotomus chrysops,scup,Stenotomus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Calamus bajonado,jolthead porgy,Calamus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Acanthopagrus schlegelii,blackhead sea bream (kurodai),Acanthopagrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Acanthopagrus latus,yellowfin sea bream,Acanthopagrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Acanthopagrus berda,picnic sea bream,Acanthopagrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Evynnis tumifrons,yellowback sea bream,Evynnis,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Argyrops spinifer,king soldier bream,Argyrops,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Rhabdosargus sarba,goldlined sea bream,Rhabdosargus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Petrus rupestris,red steenbras,Petrus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Chrysoblephus laticeps,roman,Chrysoblephus,Sparidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Argyrosomus regius,meagre,Argyrosomus,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Argyrosomus japonicus,mulloway (kob),Argyrosomus,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sciaenops ocellatus,red drum,Sciaenops,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cynoscion nebulosus,spotted seatrout,Cynoscion,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cynoscion regalis,weakfish,Cynoscion,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cynoscion squamipinnis,corvina (Pacific),Cynoscion,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Micropogonias undulatus,Atlantic croaker,Micropogonias,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Micropogonias furnieri,whitemouth croaker,Micropogonias,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Larimichthys crocea,large yellow croaker,Larimichthys,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Larimichthys polyactis,small yellow croaker,Larimichthys,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pseudotolithus senegalensis,cassava croaker,Pseudotolithus,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Umbrina cirrosa,shi drum,Umbrina,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pogonias cromis,black drum,Pogonias,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Otolithes ruber,tigertooth croaker,Otolithes,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pennahia argentata,silver croaker,Pennahia,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Atractoscion nobilis,white seabass,Atractoscion,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cilus gilberti,corvina (Chile),Cilus,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Miichthys miiuy,brown croaker,Miichthys,Sciaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Mullus surmuletus,striped red mullet,Mullus,Mullidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Mullus barbatus,red mullet,Mullus,Mullidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Parupeneus multifasciatus,manybar goatfish (moano),Parupeneus,Mullidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Upeneus moluccensis,goldband goatfish,Upeneus,Mullidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Eleutheronema tetradactylum,fourfinger threadfin,Eleutheronema,Polynemidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Polydactylus sexfilis,six-finger threadfin (moi),Polydactylus,Polynemidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Seriola quinqueradiata,Japanese amberjack (buri/hamachi),Seriola,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Seriola dumerili,greater amberjack,Seriola,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Seriola lalandi,yellowtail kingfish,Seriola,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Seriola rivoliana,almaco jack (kampachi),Seriola,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachurus trachurus,Atlantic horse mackerel,Trachurus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachurus japonicus,Japanese jack mackerel (aji),Trachurus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachurus murphyi,Chilean jack mackerel,Trachurus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachurus mediterraneus,Mediterranean horse mackerel,Trachurus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachurus symmetricus,Pacific jack mackerel,Trachurus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Decapterus macarellus,mackerel scad,Decapterus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Selar crumenophthalmus,bigeye scad (akule),Selar,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Caranx hippos,crevalle jack,Caranx,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Caranx ignobilis,giant trevally,Caranx,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Caranx crysos,blue runner,Caranx,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Caranx melampygus,bluefin trevally,Caranx,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachinotus carolinus,Florida pompano,Trachinotus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachinotus falcatus,permit,Trachinotus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachinotus blochii,snubnose pompano,Trachinotus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trachinotus ovatus,pompano (Mediterranean),Trachinotus,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pseudocaranx dentex,white trevally,Pseudocaranx,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Elagatis bipinnulata,rainbow runner,Elagatis,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Megalaspis cordyla,torpedo scad,Megalaspis,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lichia amia,leerfish,Lichia,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Alectis ciliaris,African pompano,Alectis,Carangidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Coryphaena hippurus,mahi-mahi,Coryphaena,Coryphaenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Rachycentron canadum,cobia,Rachycentron,Rachycentridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Pomatomus saltatrix,bluefish,Pomatomus,Pomatomidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lobotes surinamensis,tripletail,Lobotes,Lobotidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Gerres oyena,common silver-biddy,Gerres,Gerreidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Leiognathus equulus,common ponyfish,Leiognathus,Leiognathidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sillago sihama,silver sillago,Sillago,Sillaginidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sillaginodes punctatus,King George whiting,Sillaginodes,Sillaginidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lates calcarifer,barramundi,Lates,Latidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lates niloticus,Nile perch,Lates,Latidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lates japonicus,akame,Lates,Latidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Terapon jarbua,jarbua terapon,Terapon,Terapontidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Kuhlia sandvicensis,Hawaiian flagtail (aholehole),Kuhlia,Kuhliidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Oreochromis niloticus,Nile tilapia,Oreochromis,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Oreochromis mossambicus,Mozambique tilapia,Oreochromis,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Oreochromis aureus,blue tilapia,Oreochromis,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Coptodon rendalli,redbreast tilapia,Coptodon,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Coptodon zillii,redbelly tilapia,Coptodon,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sarotherodon galilaeus,mango tilapia,Sarotherodon,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sarotherodon melanotheron,blackchin tilapia,Sarotherodon,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cichla ocellaris,butterfly peacock bass,Cichla,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Cichla temensis,speckled pavon,Cichla,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Astronotus ocellatus,oscar,Astronotus,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Boulengerochromis microlepis,giant cichlid,Boulengerochromis,Cichlidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Labrus bergylta,ballan wrasse,Labrus,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Semicossyphus pulcher,California sheephead,Semicossyphus,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Tautoga onitis,tautog,Tautoga,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Choerodon schoenleinii,blackspot tuskfish,Choerodon,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Bodianus rufus,Spanish hogfish,Bodianus,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lachnolaimus maximus,hogfish,Lachnolaimus,Labridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Scarus ghobban,blue-barred parrotfish,Scarus,Scaridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sparisoma viride,stoplight parrotfish,Sparisoma,Scaridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Chaetodipterus faber,Atlantic spadefish,Chaetodipterus,Ephippidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Scatophagus argus,spotted scat,Scatophagus,Scatophagidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Siganus canaliculatus,white-spotted rabbitfish,Siganus,Siganidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Siganus guttatus,golden rabbitfish,Siganus,Siganidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Siganus rivulatus,marbled spinefoot,Siganus,Siganidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Siganus fuscescens,mottled spinefoot,Siganus,Siganidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Naso unicornis,bluespine unicornfish (kala),Naso,Acanthuridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Acanthurus triostegus,convict tang (manini),Acanthurus,Acanthuridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sphyraena barracuda,great barracuda,Sphyraena,Sphyraenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sphyraena sphyraena,European barracuda,Sphyraena,Sphyraenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Sphyraena jello,pickhandle barracuda,Sphyraena,Sphyraenidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lepidocybium flavobrunneum,escolar,Lepidocybium,Gempylidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Ruvettus pretiosus,oilfish,Ruvettus,Gempylidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Thyrsites atun,snoek,Thyrsites,Gempylidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Rexea solandri,gemfish,Rexea,Gempylidae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Trichiurus lepturus,largehead hairtail,Trichiurus,Trichiuridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Lepidopus caudatus,silver scabbardfish,Lepidopus,Trichiuridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
Aphanopus carbo,black scabbardfish,Aphanopus,Trichiuridae,animal,"Bony fishes: perch-like fishes, tunas, flatfishes and others"
